,G_Dey1.jpg_persistence.pkl,G_Dey10.jpeg_persistence.pkl,G_Dey2.jpg_persistence.pkl,G_Dey3.jpeg_persistence.pkl,G_Dey4.jpg_persistence.pkl,G_Dey5.jpg_persistence.pkl,G_Dey6.jpg_persistence.pkl,G_Dey7.jpeg_persistence.pkl,G_Dey8.jpg_persistence.pkl,G_Dey9.jpg_persistence.pkl,G_Gen1.jpg_persistence.pkl,G_Gen10.jpg_persistence.pkl,G_Gen2.jpg_persistence.pkl,G_Gen3.jpg_persistence.pkl,G_Gen4.png_persistence.pkl,G_Gen5.jpeg_persistence.pkl,G_Gen6.jpg_persistence.pkl,G_Gen7.jpg_persistence.pkl,G_Gen8.jpg_persistence.pkl,G_Gen9.jpg_persistence.pkl,G_Goya1.jpg_persistence.pkl,G_Goya10.jpg_persistence.pkl,G_Goya2.jpg_persistence.pkl,G_Goya3.jpg_persistence.pkl,G_Goya4.jpg_persistence.pkl,G_Goya5.jpg_persistence.pkl,G_Goya6.jpg_persistence.pkl,G_Goya7.jpg_persistence.pkl,G_Goya8.jpg_persistence.pkl,G_Goya9.jpg_persistence.pkl,G_Klimt1.jpg_persistence.pkl,G_Klimt10.jpeg_persistence.pkl,G_Klimt2.jpg_persistence.pkl,G_Klimt3.jpg_persistence.pkl,G_Klimt4.jpg_persistence.pkl,G_Klimt5.jpg_persistence.pkl,G_Klimt6.jpg_persistence.pkl,G_Klimt7.jpg_persistence.pkl,G_Klimt8.jpg_persistence.pkl,G_Klimt9.jpg_persistence.pkl,G_Mithila1.jpg_persistence.pkl,G_Mithila10.jpg_persistence.pkl,G_Mithila2.jpg_persistence.pkl,G_Mithila3.jpg_persistence.pkl,G_Mithila4.jpeg_persistence.pkl,G_Mithila5.jpg_persistence.pkl,G_Mithila6.jpg_persistence.pkl,G_Mithila7.jpeg_persistence.pkl,G_Mithila8.jpeg_persistence.pkl,G_Mithila9.jpg_persistence.pkl,G_Raja1.jpg_persistence.pkl,G_Raja10.jpg_persistence.pkl,G_Raja2.jpg_persistence.pkl,G_Raja3.jpg_persistence.pkl,G_Raja4.jpg_persistence.pkl,G_Raja5.jpeg_persistence.pkl,G_Raja6.jpg_persistence.pkl,G_Raja7.jpg_persistence.pkl,G_Raja8.jpg_persistence.pkl,G_Raja9.jpg_persistence.pkl,G_Ren1.jpg_persistence.pkl,G_Ren10.jpg_persistence.pkl,G_Ren2.jpg_persistence.pkl,G_Ren3.jpg_persistence.pkl,G_Ren4.jpg_persistence.pkl,G_Ren5.jpg_persistence.pkl,G_Ren6.jpg_persistence.pkl,G_Ren7.jpg_persistence.pkl,G_Ren8.jpg_persistence.pkl,G_Ren9.jpeg_persistence.pkl,G_Robert1.jpg_persistence.pkl,G_Robert10.jpg_persistence.pkl,G_Robert2.jpg_persistence.pkl,G_Robert3.jpg_persistence.pkl,G_Robert4.jpg_persistence.pkl,G_Robert5.jpg_persistence.pkl,G_Robert6.jpg_persistence.pkl,G_Robert7.jpg_persistence.pkl,G_Robert8.jpg_persistence.pkl,G_Robert9.jpg_persistence.pkl,G_Sid1.jpeg_persistence.pkl,G_Sid10.jpg_persistence.pkl,G_Sid2.jpeg_persistence.pkl,G_Sid3.jpg_persistence.pkl,G_Sid4.jpg_persistence.pkl,G_Sid5.jpeg_persistence.pkl,G_Sid6.jpeg_persistence.pkl,G_Sid7.jpg_persistence.pkl,G_Sid8.jpg_persistence.pkl,G_Sid9.jpg_persistence.pkl,G_Vin1.jpg_persistence.pkl,G_Vin10.jpg_persistence.pkl,G_Vin2.jpg_persistence.pkl,G_Vin3.jpg_persistence.pkl,G_Vin4.jpg_persistence.pkl,G_Vin5.jpg_persistence.pkl,G_Vin6.jpg_persistence.pkl,G_Vin7.jpg_persistence.pkl,G_Vin8.jpeg_persistence.pkl,G_Vin9.jpg_persistence.pkl
G_Gen7.jpg_persistence.pkl,8379.5,7013.0,10149.0,5713.5,14414.0,7287.5,2950.5,13226.5,3059.5,9613.5,4452.0,2013.5,2795.5,3612.5,5898.0,2788.0,3980.0,0.0,3291.0,3954.5,5153.5,6081.5,5590.0,3718.5,2787.5,4163.5,2460.0,3301.5,2579.0,3184.5,14007.5,16582.0,20831.5,18066.0,35677.0,12134.5,23107.0,23009.0,11384.0,14268.5,34784.0,48765.0,24214.0,23264.0,25865.5,13157.5,19675.5,26173.5,20976.5,23129.0,4750.5,6296.5,3362.5,8352.0,4434.0,4819.0,5576.0,7255.0,5751.5,5906.5,13608.5,12792.0,22592.5,16110.5,8899.0,14632.0,15436.5,14423.0,24424.0,7492.0,7661.0,5291.0,5620.5,5610.5,5000.0,5636.5,7822.0,6754.0,5853.0,11283.5,8222.5,11198.5,16539.0,16349.0,13763.5,16777.5,23198.0,12074.0,19521.0,9884.0,16824.5,20927.5,16772.0,15414.5,8528.0,16494.5,20389.5,26886.0,19136.5,19180.5
G_Gen8.jpg_persistence.pkl,6753.0,6998.0,10236.5,5470.0,15026.0,5367.0,4093.5,12800.0,4229.5,8598.0,4489.0,3633.0,3905.0,3568.5,6624.0,4720.5,5488.0,3291.0,0.0,4723.0,5735.5,6006.5,3637.5,4390.5,3383.0,3490.0,3063.5,3895.0,4305.0,3659.0,13856.0,15402.5,20258.0,15826.0,35263.5,9978.5,22270.0,23232.0,10872.5,13109.5,33007.0,46766.5,21744.0,21476.0,24982.0,11413.0,17918.5,24089.5,19720.0,21407.5,4257.0,5257.0,3241.0,6513.5,4280.0,3895.5,4873.0,5816.5,4027.5,5794.0,11377.5,10734.5,22438.0,14011.0,7349.5,14168.5,13143.5,14052.0,22843.5,6635.0,8064.0,6233.5,6105.0,6354.0,5757.5,6419.0,8242.0,6755.5,6536.5,9997.5,6394.0,9621.5,14340.0,14444.0,11638.0,14539.0,20840.5,9888.5,16880.0,9714.0,14556.0,18742.5,14351.0,13858.5,7254.0,16349.0,20210.0,25482.5,19692.5,18623.0
G_Gen9.jpg_persistence.pkl,8312.0,6975.5,8585.0,5611.0,12733.0,8782.0,4504.0,11244.0,5250.0,9075.0,5647.0,4112.5,3412.5,3931.0,5681.0,5206.5,4544.5,3954.5,4723.0,0.0,4289.5,4962.5,6253.5,4140.0,4541.5,5625.5,3822.5,5579.5,5084.0,4396.0,12170.5,15289.0,18661.5,16004.5,33544.5,10335.0,21003.0,20953.0,9450.0,12367.5,32880.5,46719.5,22543.5,21616.0,24152.0,11237.0,17741.5,24206.0,18930.0,21589.0,3715.0,4988.0,4212.5,6819.0,4428.5,4878.5,4107.5,6760.5,5699.5,4739.0,12249.5,11002.5,20533.5,14053.5,7296.5,12609.5,13830.0,12399.5,22602.0,6819.0,6238.5,6583.0,5237.5,4948.5,5759.5,5629.5,6519.5,5247.0,4373.5,8949.5,7017.5,9427.5,14634.5,14531.0,12001.0,15140.5,21287.5,10361.0,18176.5,8884.5,15237.5,19094.0,15361.0,13550.0,7459.5,14470.0,18378.5,25006.5,17175.5,17404.5
G_Goya1.jpg_persistence.pkl,7847.0,5292.5,6061.5,5166.5,9930.0,8589.5,3898.0,13361.5,4998.5,8024.0,6956.5,3976.5,4460.5,3561.0,4796.0,4641.0,6830.5,5153.5,5735.5,4289.5,0.0,3703.5,6599.0,3751.5,3856.0,7484.0,4868.0,6662.5,5114.0,3915.0,10697.5,15479.0,16701.0,16247.0,31755.5,10707.0,20059.0,18802.0,8722.0,11567.5,31949.5,45363.0,21710.0,20727.0,22965.5,12708.0,16837.5,24657.0,17772.0,20712.5,4204.0,6825.5,3866.5,6804.5,4046.0,4712.0,4357.0,6389.5,5190.0,3964.5,11810.0,10701.5,18451.0,14151.0,7638.5,10659.5,12704.5,10414.5,21231.0,5756.5,4251.0,4894.5,4024.5,3795.0,5270.0,3826.0,5439.0,4124.0,5377.0,9540.0,6304.0,8908.0,13288.0,12882.5,11003.0,15566.0,20680.0,10231.5,17820.0,8681.0,14062.5,18035.0,14710.0,12610.0,8515.0,12213.0,16241.5,23666.5,14664.0,15809.5
G_Goya10.jpg_persistence.pkl,7716.5,5467.5,6487.5,5848.5,10215.5,8374.5,5634.5,13234.0,6526.5,8132.0,8099.5,5302.5,5123.0,4628.0,5300.0,6308.5,7594.0,6081.5,6006.5,4962.5,3703.5,0.0,6630.5,4217.5,5213.0,7616.5,5799.0,7551.0,6701.0,5215.5,10162.0,15824.5,15933.5,16036.0,30792.5,10684.0,19055.0,18021.5,8237.0,10472.5,31690.5,44065.0,21029.5,20560.5,21982.5,12566.0,15917.0,24194.5,17396.0,19982.5,4235.0,6243.0,4528.0,6079.0,4625.5,4526.0,4417.5,6795.0,4273.5,3732.5,11667.0,9686.5,17649.0,13510.0,7700.0,9900.0,12318.5,9892.5,20461.0,4783.5,4685.0,5804.0,3848.0,4310.0,6084.5,4610.5,5841.5,4686.0,4930.0,9161.5,5179.0,9034.5,12746.0,12082.0,10288.5,15404.5,20173.5,10199.5,17352.0,7568.5,13729.5,17880.5,14344.0,12160.0,8056.5,12016.5,15716.5,22854.0,14270.5,15170.5
G_Goya2.jpg_persistence.pkl,5258.5,7217.5,10446.0,5041.5,15179.5,5339.0,5896.5,13803.5,6170.5,8561.5,5915.5,5712.0,5834.0,4901.5,8010.0,6663.5,7749.0,5590.0,3637.5,6253.5,6599.0,6630.5,0.0,6063.5,4907.0,4257.0,5357.5,5468.5,5770.0,4979.5,13330.5,13769.0,19496.5,15096.5,34668.5,9199.0,22425.5,23057.5,10892.0,12403.5,31649.0,45417.5,20173.5,20277.0,24103.5,10464.0,17225.0,23309.0,18785.5,20522.5,5703.0,6090.5,4054.5,5618.5,4116.0,4239.5,4851.0,5775.5,4105.5,6776.5,8917.0,9540.0,21785.5,13301.5,6723.5,13550.5,11207.5,13592.0,21731.5,6151.5,8562.0,7799.5,6460.0,7568.0,7486.0,7115.5,9253.0,7115.5,7460.0,10337.5,5584.0,9479.5,12761.5,13130.0,10435.5,12502.5,19586.0,8799.5,14399.0,10215.5,12454.5,16361.5,12277.5,13473.0,6910.5,16154.0,19602.5,24340.0,19857.0,17791.5
G_Goya3.jpg_persistence.pkl,8267.5,5225.5,7824.5,5176.0,11817.5,7498.0,3408.0,13233.5,4414.0,8628.5,5901.0,3031.5,3401.5,3491.0,4091.0,3696.0,5159.0,3718.5,4390.5,4140.0,3751.5,4217.5,6063.5,0.0,3076.0,6345.5,3777.5,5820.0,4375.0,3279.0,11888.0,17212.5,18260.0,17258.5,33130.0,11719.5,20890.5,20000.0,10155.0,12607.0,33601.5,46786.5,23006.5,22085.5,24193.5,13144.0,17974.0,25703.0,19109.5,21859.0,3932.5,6114.0,3318.5,7463.5,4216.0,4097.5,5175.0,6617.0,5016.5,4732.0,13039.0,11838.5,19938.0,15234.5,9061.0,12392.5,14287.5,12141.5,22876.0,6097.0,5397.0,3918.0,3798.5,3554.5,4107.5,3485.5,5661.5,4487.5,5384.5,10334.5,6869.5,10694.5,14954.5,14599.0,12086.0,16740.0,22215.5,11350.0,18843.5,8208.5,15763.5,19878.0,16041.5,13877.5,8803.5,13783.0,17722.0,25208.0,16237.0,17198.5
G_Goya4.jpg_persistence.pkl,6817.0,5067.0,8552.0,4130.0,12827.0,6187.0,2366.0,14324.0,2643.0,7752.0,4938.0,2028.0,3390.5,2572.0,4584.5,2431.0,5384.0,2787.5,3383.0,4541.5,3856.0,5213.0,4907.0,3076.0,0.0,5235.0,2641.0,4483.5,2667.0,2133.0,12643.0,17344.5,19328.5,17847.5,34604.0,11851.5,22671.5,21684.0,10948.0,13170.5,33557.5,47440.0,22944.0,21741.5,24425.5,13557.0,18631.5,26232.0,19363.0,21971.0,4453.5,6786.0,2148.5,7867.5,3196.0,3675.0,4874.0,5671.5,4429.0,5407.5,12351.5,12214.0,21159.5,16061.0,9228.0,13191.5,14232.0,12982.0,23052.5,6053.0,6170.5,3709.0,4210.5,4196.0,3998.0,4089.5,6178.0,5370.5,6257.0,11623.0,6926.0,11102.5,15342.0,14938.0,12441.5,16476.5,22879.0,11578.0,18408.5,8700.0,15383.0,20131.5,15539.5,14849.0,8970.5,14793.0,19000.5,25478.5,17659.0,17706.0
G_Goya5.jpg_persistence.pkl,7554.5,9098.0,11962.5,6452.5,16624.5,6928.5,5559.0,13505.5,5305.0,10319.0,4885.5,5080.5,5219.0,5044.5,8534.5,5815.0,6174.5,4163.5,3490.0,5625.5,7484.0,7616.5,4257.0,6345.5,5235.0,0.0,4583.5,4197.5,4444.5,5185.0,15101.5,14221.0,21593.0,16903.5,36546.0,10915.0,23869.5,24502.0,11927.5,14451.0,34100.5,48031.0,23064.5,22634.0,26295.0,11445.5,19227.5,24974.5,20995.5,22648.0,5992.0,6404.0,4928.0,7447.5,5698.5,5242.0,5950.0,7528.5,5666.5,7369.5,11481.0,11578.5,23728.0,14967.5,7463.0,15493.0,14055.0,15460.0,24124.0,8120.5,9674.5,8261.0,7501.0,8228.0,7735.0,8257.5,9991.0,8354.5,7341.5,11123.5,7472.0,10649.5,15404.0,15787.5,12855.5,13736.0,21644.0,9730.5,17092.5,11041.5,15466.5,18903.0,15217.0,15353.5,7990.0,17878.5,21478.5,26741.0,21115.0,19952.5
G_Goya6.jpg_persistence.pkl,7682.0,6668.5,9914.0,5181.0,14237.5,6914.0,3230.5,12840.5,3116.0,9008.5,4480.0,2679.5,2268.5,3010.0,5736.5,3662.0,4149.5,2460.0,3063.5,3822.5,4868.0,5799.0,5357.5,3777.5,2641.0,4583.5,0.0,4098.5,3410.0,2921.0,13790.5,17050.0,20437.5,17391.5,35459.5,12004.0,23000.0,22865.5,11266.5,13899.0,34417.5,48277.5,23747.5,22658.5,25470.0,13190.0,19310.5,25716.0,20373.5,22618.0,4174.5,6290.0,2889.5,8197.5,4103.5,4531.5,5424.5,6608.5,5287.0,5638.0,13087.0,12592.0,22361.0,15807.5,9077.0,14223.0,14986.5,14057.0,23976.0,7039.5,7446.5,5356.5,5450.0,5472.0,5034.0,5575.5,7357.5,6399.0,6120.0,11186.5,7703.5,11061.5,16086.5,15847.0,13268.0,16766.5,23005.5,11808.5,19051.0,9456.0,16257.5,20612.0,16297.5,15077.5,8588.5,16149.0,20181.0,26435.0,18921.5,18824.5
G_Goya7.jpg_persistence.pkl,9286.5,8628.5,11925.5,7164.5,16195.5,8433.5,4465.0,12544.5,4685.0,11181.5,4372.0,4178.0,4605.5,4891.0,7726.0,5015.5,4835.0,3301.5,3895.0,5579.5,6662.5,7551.0,5468.5,5820.0,4483.5,4197.5,4098.5,0.0,3909.0,4520.5,15842.5,14809.5,22476.0,18235.5,37369.5,12294.5,24052.5,24903.0,12694.0,15463.0,35607.0,49475.0,24569.5,24205.0,27472.5,12536.5,20440.5,25958.0,22283.5,24097.5,5768.0,6885.0,4535.5,8374.5,5686.0,6309.5,6618.0,8443.5,6739.5,7154.5,13566.0,12759.0,24424.0,15516.0,8713.0,16250.0,15586.0,16125.0,25452.5,8967.0,9500.5,7148.5,7696.0,7353.5,6786.5,7479.5,9277.5,8497.0,7095.0,11013.0,8975.5,11536.5,16912.0,17194.0,14434.0,15504.5,22830.5,11491.5,18804.0,11649.0,17185.5,20453.0,16990.5,16072.5,8431.5,18262.5,22214.5,28078.0,20981.0,20865.0
G_Goya8.jpg_persistence.pkl,8165.5,6876.0,10192.0,5251.5,14153.5,7764.0,2647.0,14860.0,2406.0,9652.0,4322.5,2305.0,4090.5,3205.0,5675.0,2103.0,5310.5,2579.0,4305.0,5084.0,5114.0,6701.0,5770.0,4375.0,2667.0,4444.5,3410.0,3909.0,0.0,2578.5,14464.0,17490.5,21303.5,19389.5,36459.0,13114.5,24371.5,23295.5,12126.0,15134.5,35402.5,49461.0,24812.5,23699.0,26494.5,14222.0,20333.0,27668.5,21386.0,23883.0,5850.5,7688.0,3342.5,9021.0,4439.0,5478.0,6071.5,7364.5,6329.5,6438.5,13582.5,13538.5,22995.0,17375.0,9982.5,15100.0,15871.5,14848.0,25099.5,8069.0,7686.5,4939.0,5790.5,5541.0,4983.5,5448.5,7464.5,7131.5,6861.5,12786.5,8669.0,12213.5,17066.0,17005.5,14313.0,16970.0,24128.0,12268.5,19575.0,10133.5,17081.0,21155.0,17133.0,16587.0,10047.5,16702.5,20817.5,27581.5,19088.5,19678.5
G_Goya9.jpg_persistence.pkl,6713.0,5224.5,8378.5,3925.5,12705.0,6319.0,2244.5,14219.5,2146.5,7875.5,4611.0,2312.0,3333.0,1857.5,4335.5,2610.0,5413.5,3184.5,3659.0,4396.0,3915.0,5215.5,4979.5,3279.0,2133.0,5185.0,2921.0,4520.5,2578.5,0.0,12582.0,17232.5,19286.5,17843.0,34633.0,12065.5,22861.0,21594.0,10731.5,13317.5,33609.0,47601.5,23186.0,21743.0,24581.5,13509.0,18553.5,26438.0,19315.5,22052.5,4422.5,6861.0,2224.5,7998.0,3519.5,4321.0,4950.0,5856.5,4851.5,5341.5,12074.5,12471.0,21044.5,16290.5,9292.5,13112.0,14438.5,12886.5,23230.0,6226.5,5961.0,3970.0,4242.0,4242.5,4356.5,4099.0,5865.5,5351.0,6337.0,11712.0,6927.5,11141.0,15505.5,14959.0,12441.5,16420.5,23038.0,11544.0,18382.0,8260.0,15212.5,20126.0,15656.0,15164.5,9195.0,14810.0,18900.5,25588.5,17445.5,17705.5
G_Klimt1.jpg_persistence.pkl,11219.5,9871.0,8058.0,10112.0,9595.5,14494.5,13060.0,17591.0,14118.0,9608.0,16576.5,12908.0,12847.5,12320.0,11922.0,13229.0,15485.5,14007.5,13856.0,12170.5,10697.5,10162.0,13330.5,11888.0,12643.0,15101.5,13790.5,15842.5,14464.0,12582.0,0.0,15519.0,9277.0,15840.0,24688.0,11304.5,18924.0,16343.5,10610.5,7661.5,28114.5,39324.0,17855.5,17508.5,15637.5,14407.5,16819.5,21772.5,13943.0,16992.5,11668.0,11545.0,12276.0,10639.5,10790.5,10739.5,10449.5,12276.0,10598.5,12015.5,12408.5,10120.5,10596.5,10758.0,11303.5,6802.0,10790.5,7175.5,13763.0,8389.0,8767.0,12711.5,9210.5,11199.5,13831.0,11011.5,11950.0,9318.5,11845.5,12306.5,10150.0,11130.5,10385.5,9438.0,10310.0,17058.0,18540.5,14621.0,18035.5,12655.5,11639.0,17169.5,12213.0,12084.0,10779.5,8822.5,10767.5,16922.0,11595.0,8962.5
G_Klimt10.jpeg_persistence.pkl,14246.0,18357.5,15659.5,15535.5,18351.5,17264.0,17483.0,13256.0,18257.0,17576.5,16693.0,17444.5,16685.0,16545.0,18999.0,18686.0,17344.5,16582.0,15402.5,15289.0,15479.0,15824.5,13769.0,17212.5,17344.5,14221.0,17050.0,14809.5,17490.5,17232.5,15519.0,0.0,18536.5,8202.0,29840.5,8620.5,17759.5,21417.0,12508.0,10519.5,24848.5,37821.0,14052.5,16350.5,19905.0,10123.5,15647.0,15457.0,16560.5,16380.0,15330.5,12992.0,16467.0,11507.0,15257.0,15203.0,13729.0,16582.5,15212.0,15372.0,11471.0,8947.0,18841.5,8175.5,9895.5,15551.5,9722.5,15901.0,17171.0,15193.0,16400.5,19561.5,16784.5,17421.0,18730.5,18005.0,17809.0,15849.0,14680.0,11745.0,13363.5,10557.0,9946.5,13207.5,10425.0,7930.0,9942.5,12162.0,11851.0,19338.0,13583.5,7355.5,11582.5,11946.5,10148.5,17501.5,17625.5,18471.0,21058.5,17732.5
G_Klimt2.jpg_persistence.pkl,16598.0,15534.5,12209.5,16669.0,9658.0,19992.0,19752.5,23243.5,20872.0,14777.0,23260.5,19778.0,19631.0,18840.0,17663.5,20078.0,22207.5,20831.5,20258.0,18661.5,16701.0,15933.5,19496.5,18260.0,19328.5,21593.0,20437.5,22476.0,21303.5,19286.5,9277.0,18536.5,0.0,18010.5,19711.0,16481.0,17498.0,14141.0,13524.5,11835.0,25507.0,33736.5,18554.0,17461.0,14801.0,17400.0,18082.5,21987.5,12901.5,17483.5,17824.0,18003.0,18794.5,16112.0,17358.5,17025.5,16293.0,17902.0,16879.5,17338.5,16933.5,14441.0,4720.0,13671.0,15943.0,8009.0,13531.5,8498.0,10028.0,14070.5,14264.5,18569.0,15807.0,17073.0,19564.0,16967.5,16762.5,15178.0,17756.0,16505.0,15284.0,13835.0,10249.0,11417.0,13161.5,20584.5,17081.5,16197.0,21397.0,16755.5,14059.5,17472.5,14571.0,13587.0,16824.5,7708.0,8159.0,15741.5,9336.5,10507.0
G_Klimt3.jpg_persistence.pkl,14106.0,17947.5,16887.0,15928.0,19145.5,16068.5,18318.0,14393.0,18989.0,16656.5,18590.0,18227.5,16994.5,16976.5,18599.0,19543.5,19028.0,18066.0,15826.0,16004.5,16247.0,16036.0,15096.5,17258.5,17847.5,16903.5,17391.5,18235.5,19389.5,17843.0,15840.0,8202.0,18010.5,0.0,27049.5,7897.0,15419.0,19887.5,12446.0,9626.5,19799.0,32838.5,9726.5,11671.5,17301.0,9837.0,11558.5,10600.0,12400.5,11076.5,15029.0,13420.0,16918.5,12520.0,16173.5,15601.0,14345.0,15730.0,15073.0,16001.0,11102.5,9332.5,18524.5,9037.5,11337.5,16316.0,9051.5,16956.0,15272.5,15177.0,17515.5,19753.5,17047.5,17385.0,19173.5,18422.0,16929.5,16081.0,15598.0,12611.0,13196.0,11586.0,9727.5,12692.0,8912.5,10308.5,7912.5,13497.5,12833.5,18465.5,11954.0,8797.5,10003.5,13625.5,11255.0,18012.5,17802.0,15249.0,21882.5,16758.0
G_Klimt4.jpg_persistence.pkl,32877.5,31913.5,27817.0,32285.0,24945.0,35970.5,35036.5,34105.0,36193.5,31921.0,38122.0,34905.5,34514.5,34048.0,33489.0,35529.5,36954.5,35677.0,35263.5,33544.5,31755.5,30792.5,34668.5,33130.0,34604.0,36546.0,35459.5,37369.5,36459.0,34633.0,24688.0,29840.5,19711.0,27049.5,0.0,27824.5,19789.0,20599.5,27590.0,23436.0,28628.0,31228.0,27843.5,28596.0,28742.5,29908.5,25721.5,27399.0,25979.0,25254.0,32858.0,32189.5,33963.0,30681.0,32588.5,32151.5,31365.0,33980.5,32036.0,32285.0,32837.0,28476.5,19031.5,26794.0,31212.0,23584.5,28960.0,22906.0,23456.5,30000.5,29759.0,34405.5,31384.5,31726.5,34444.5,32594.0,31639.0,30503.5,31848.5,30255.5,30988.0,27800.0,24694.5,27440.0,27858.5,34138.0,24467.5,29484.5,36492.5,31249.0,30723.0,27240.0,30067.5,24544.5,30995.0,22248.5,18046.5,27019.5,20821.5,27877.5
G_Klimt5.jpg_persistence.pkl,9865.0,12457.5,12109.5,10186.0,15604.0,12541.0,12584.5,10860.0,13429.5,12118.0,12926.5,12385.5,11878.0,11286.0,13294.5,13615.0,13310.0,12134.5,9978.5,10335.0,10707.0,10684.0,9199.0,11719.5,11851.5,10915.0,12004.0,12294.5,13114.5,12065.5,11304.5,8620.5,16481.0,7897.0,27824.5,0.0,15322.5,18247.0,8253.5,6938.0,24634.0,38090.5,13978.0,14676.0,19236.0,7361.5,11354.5,15609.0,13903.0,14085.5,10252.5,7920.5,10997.0,6607.0,10001.5,9741.5,8551.5,11046.0,9663.5,10674.5,9617.5,5693.5,17171.5,7986.5,6838.0,12839.0,8875.0,13083.5,16501.0,9883.5,12164.5,14175.0,11320.0,12051.5,13561.5,12817.5,11936.0,10598.5,10169.0,8419.5,8546.0,7373.5,8630.5,11727.5,7904.0,9738.5,12224.0,9133.0,13492.0,13833.0,12217.5,11175.5,9896.5,10557.0,6377.5,14710.0,15852.5,18307.5,18571.5,15147.0
G_Klimt6.jpg_persistence.pkl,22198.0,21869.0,17958.5,21160.5,17216.5,24740.0,23191.0,20319.0,24369.0,22589.5,24857.0,22787.5,21959.0,22158.0,21838.5,23905.0,23876.0,23107.0,22270.0,21003.0,20059.0,19055.0,22425.5,20890.5,22671.5,23869.5,23000.0,24052.5,24371.5,22861.0,18924.0,17759.5,17498.0,15419.0,19789.0,15322.5,0.0,11798.5,14666.0,14875.5,26676.5,34124.0,21043.5,22384.5,25765.0,17296.5,13079.5,20787.5,19395.0,19927.0,20204.0,18651.5,22041.5,17688.5,21055.5,20656.5,19370.0,22897.0,20555.0,19496.5,22204.5,16352.0,17655.5,16574.5,18954.0,16113.0,19756.5,17169.5,22004.0,20013.0,19809.5,23019.0,20599.5,19985.0,22295.0,21392.0,20054.0,19617.0,19181.0,16145.0,19636.5,14579.5,15535.0,19753.5,17832.0,21973.5,15062.5,16671.5,25696.5,19984.0,22356.0,16772.0,21349.5,14954.0,18498.5,15328.5,13056.0,23927.0,19992.0,22855.0
